@RELATION "Parabola 2000"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE class NUMERIC

@DATA
0.416619872545,0.0101691694571,0.825206509254,0.0016680817951
0.193661349045,0.566008168729,0.161687823929,0.000408882910623
0.562078488076,0.174343560724,0.553221085569,0.000408697143418
0.14814616893,0.718967140301,0.189971378722,0.00593584376154
0.339517772398,0.96748245888,0.978798454186,0.00562839446684
0.0994996328096,0.414532468512,0.885536467145,0.00117167768439
0.232621103228,0.523597580165,0.709386437484,3.98097265355e-05
0.555085298938,0.185828359855,0.588608618332,0.000299505898472
0.0415392218514,0.1641382821,0.983292653148,0.0237096631812
0.229112970454,0.539138274953,0.156980830327,0.000112403486327
0.711677293816,0.0785627468534,0.994604250782,0.00795819166667
0.678706172947,0.76125876696,0.480776254996,0.00217982111125
0.42082846107,0.952530783041,0.201594616207,0.00128361394853
0.556562998516,0.0800462774552,0.164951711092,0.000564244999547
0.537120529194,0.51961333823,0.0033318113278,5.30067715093e-07
0.798463030537,0.0958732684275,0.505167176947,0.0145484339183
0.954792860604,0.416718208655,0.243267781429,0.00143458865816
0.177983869401,0.679934880312,0.51826626728,0.00335726770616
0.691883306336,0.324964032472,0.067705978779,0.00112805165067
0.621312533105,0.201889401295,0.135025751076,0.00130787481226
0.292305239479,0.538258951234,0.693381993259,6.31418356229e-05
0.259936159679,0.426875979036,0.363960286969,0.000308158128211
0.629288254371,0.0679539900733,0.37121734679,0.00312016916582
0.746238153011,0.685901413625,0.401791351343,0.00209544407416
0.737221065853,0.480405427891,0.265129487556,2.16061841894e-05
0.920992024258,0.676144912612,0.625602467392,0.00549905350426
0.396944273193,0.181835385208,0.349129782681,0.0010750979048
0.0404512615447,0.189722487036,0.0818567957196,0.020331234982
0.424291783578,0.0138561140739,0.113666578767,0.00135461439433
0.341026785911,0.319348490734,0.0408121439916,0.000824766662337
0.358893432903,0.977727090875,0.284109957799,0.00454416604615
0.657296031425,0.410136259949,0.523989163452,0.000199804152673
0.531619432012,0.588081402797,0.781697086245,7.75669248217e-06
0.0245692906659,0.662556015159,0.868029507908,0.00597283545048
0.658028525071,0.0170385488811,0.47023998527,0.00582499972132
0.800639080245,0.125460150687,0.5653695287,0.0126790563227
0.0964556594226,0.499260376909,0.0588911877823,8.90847663346e-08
0.745146086697,0.162130343789,0.588137720103,0.00686038217208
0.930855621034,0.639859975978,0.159390804714,0.00363120213476
0.0144515160517,0.19491910989,0.784300177542,0.0219429601567
0.122309968579,0.265253220252,0.235715308887,0.00786086488384
0.663166302469,0.562192471691,0.650676648696,0.000102976132859
0.684909880775,0.421509142708,0.111027846692,0.0002106485055
0.566196248864,0.171211028233,0.728633251912,0.000473697665105
0.570314771539,0.636246314476,0.797981472135,9.17788616056e-05
0.720502408417,0.0237550199504,0.939792994256,0.0110277648438
0.0281239280635,0.397699455671,0.215369462491,0.0023302998122
0.092280841768,0.793864132494,0.251271582531,0.0143554033987
0.56346249269,0.789249583548,0.784992733101,0.000336961076883
0.60947649645,0.306507486926,0.285816446163,0.000448714507651
0.682205547251,0.401543429427,0.646447298232,0.00032181968003
0.570791062433,0.990316773057,0.502073558289,0.00120478724427
0.971304892373,0.701946962495,0.916833725936,0.0090589642654
0.703513764578,0.732715784758,0.830018901223,0.00224305157454
0.412723040074,0.39236712811,0.0926983951133,8.82447906966e-05
0.739470291368,0.229875646459,0.620677560622,0.00418437661501
0.0143227007684,0.160124926579,0.678930329307,0.0272479753979
0.311997892875,0.627263423807,0.316187377497,0.000572443514958
0.600541858844,0.457800559899,0.346898963089,1.80014379687e-05
0.767403675356,0.374032548545,0.689974254624,0.00113462260083
0.796445604767,0.132288854561,0.451423918396,0.0118823849703
0.491588147696,0.827331140416,0.595171721493,7.58154862222e-06
0.0974841874088,0.185713690026,0.0462838989543,0.0160035680168
0.754661538623,0.780877078973,0.125158722479,0.00511633905793
0.61559736935,0.94939211468,0.974621985652,0.00269865145889
0.0214239700214,0.121061307108,0.438174332978,0.032888176224
0.0994336990357,0.684943670705,0.672219023562,0.00548817266219
0.196911071995,0.2681001366,0.852795394176,0.00494016129714
0.966990247701,0.80866359043,0.13937040433,0.0207771717433
0.579556743956,0.0246515882997,0.954620958525,0.00143013848896
0.491934260874,0.10474889991,0.74777896013,1.01632946654e-05
0.933130229718,0.342067435086,0.211861210276,0.0046792943878
0.0707345182565,0.16250150838,0.47252041795,0.020989186516
0.132003481572,0.0246093008246,0.146722837418,0.0306047461162
0.600072557128,0.936903727737,0.255664306058,0.00191161968957
0.368538466926,0.401095871278,0.202361400252,0.000169054302479
0.803113143905,0.184725553356,0.662262282042,0.00913244535867
0.41225434208,0.955208009171,0.719087362628,0.00159540540365
0.258102299911,0.132348377436,0.521162481794,0.00790927092912
0.637074813976,0.426851452494,0.278464259534,0.000100537190342
0.663605201215,0.558215789207,0.790653167218,9.07143078832e-05
0.373540344764,0.309738628605,0.291670299851,0.000578902243348
0.4853870868,0.105140905637,0.474553601594,3.32933808972e-05
0.507232645077,0.999290534994,0.912990635268,1.30407020991e-05
0.132018783505,0.641929306125,0.82787848175,0.0027276928211
0.298584140515,0.841520062197,0.0129724329824,0.00473172797857
0.635862500169,0.0250642822165,0.647225837498,0.00416359874449
0.0699721133222,0.383598357081,0.155991781139,0.00250559838171
0.659113929747,0.633613987487,0.523537757809,0.00045198107823
0.144149865453,0.685281469206,0.357173001049,0.00434708608343
0.0138484050461,0.343855024267,0.959647675589,0.00576234768429
0.367957138418,0.608416574249,0.0759192297311,0.00020493739706
0.402510960815,0.323432765795,0.55780577283,0.000296300107243
0.268157813158,0.0245834674485,0.121665642938,0.0121488029952
0.188273018058,0.407802445122,0.0128226592237,0.000826014358567
0.33119933727,0.389836798759,0.27272899389,0.000345797134433
0.712555540476,0.933135866927,0.906804808207,0.00847604308697
0.545242762704,0.655794964015,0.811604363926,4.96826856567e-05
0.131455934804,0.0418585694246,0.165409720029,0.0285087371079
0.318223602013,0.41198355948,0.834473962661,0.000255977969159
0.264049877488,0.323142837167,0.0797472013494,0.00174134860286
0.731393477041,0.572166193543,0.0889949898308,0.000278849468861
0.783153626938,0.34648483981,0.965639215345,0.0018894995728
0.531592431315,0.692378090188,0.338723011871,3.69383351939e-05
0.731978481352,0.574377411634,0.427076542551,0.000297699101096
0.353193830396,0.319638762144,0.818560916237,0.00070109202891
0.682624585301,0.43774878865,0.760052047837,0.000129245103643
0.58503858635,0.62760294974,0.195211982806,0.000117747987161
0.81345251385,0.794118532489,0.931145909927,0.00849940051994
0.231777264128,0.851080420936,0.736336873297,0.00886756533118
0.51660182823,0.948729949837,0.614223757589,5.54985895459e-05
0.134153022399,0.122613577358,0.71068435997,0.0190621325768
0.975513390366,0.332130721034,0.653504151912,0.00637188534103
0.426493109745,0.444568128938,0.116887786684,1.66025645128e-05
0.111646673102,0.974444069895,0.987006132633,0.0339487748033
0.7806448506,0.506189151526,0.566555931896,3.01700747957e-06
0.265371831344,0.487130867933,0.810452155772,9.11714406109e-06
0.0261102523586,0.365723726218,0.709062656524,0.00404905044957
0.593976506383,0.768338629743,0.996141160741,0.00063592366552
0.0320414381973,0.679908415578,0.892406924741,0.00708790279268
0.0922028182733,0.320792199811,0.592096778942,0.00534075010558
0.831754595159,0.588199981361,0.554948343822,0.000856191438456
0.136980132264,0.420447629583,0.886512026113,0.000834001896231
0.896385948136,0.950243486233,0.973212809353,0.0318516091407
0.924681996971,0.712787463422,0.925498995398,0.00816619557396
0.922857562078,0.429739744098,0.919844875089,0.000882688884606
0.00976507072368,0.33941250091,0.274984758234,0.00619772029357
0.257196266082,0.108771330882,0.255604612361,0.00902343858628
0.699876397903,0.991904622348,0.00908018387819,0.00966684678862
0.184815374453,0.307940001805,0.917925853344,0.00366440857277
0.358697067056,0.999797395696,0.87962621982,0.00498758523159
0.420571946171,0.67510499886,0.85866347481,0.000193439397902
0.896395703209,0.163474711134,0.056958392126,0.0177948072391
0.694974233965,0.854330074834,0.731078738058,0.00477276968275
0.654104878759,0.400110312923,0.662799316418,0.000236959476387
0.0723383577526,0.327964189035,0.455610641094,0.00541300361024
0.374673141161,0.833478205128,0.267214248792,0.00174671970731
0.754834551248,0.0119330399626,0.115153848778,0.0154694701558
0.0947148940753,0.396372726221,0.282227880047,0.00176388161492
0.435511850513,0.57836600354,0.34527138186,2.55396668969e-05
0.694098940143,0.00357746788759,0.521831745928,0.0092843028575
0.0913685211216,0.547299320001,0.792835473762,0.000373571239269
0.733221871775,0.0867642969508,0.863430745817,0.00928825707514
0.27007239941,0.68758367744,0.393599093042,0.00186025425157
0.753303005159,0.839827838445,0.845106422073,0.00740966529332
0.0943229344407,0.114952591345,0.745682074483,0.0243999716726
0.760288770144,0.654556649322,0.0739958601995,0.00161840141966
0.907007881094,0.464483270024,0.262787957093,0.000208964053652
0.20708825754,0.123404578875,0.918465888652,0.0121681242386
0.310911301255,0.244463059345,0.86194731568,0.00233474002378
0.724977929887,0.919041189501,0.417736191717,0.00888777927366
0.271967319031,0.136597406158,0.811104168454,0.00686705035748
0.64211274612,0.261401533623,0.0871446236031,0.00114974454831
0.0196407847876,0.53343962528,0.321422229602,0.000258021002054
0.591635659098,0.168935114441,0.159047229991,0.000920354743881
0.584561520387,0.932483183991,0.788118906753,0.0013374699004
0.359246305005,0.709304020369,0.517914665387,0.000867910115371
0.160044587033,0.30337071123,0.192389150435,0.00446827956853
0.29735000596,0.302548965865,0.126316655716,0.00160107625217
0.87843771061,0.598525792036,0.32302764666,0.00139023648751
0.132211189275,0.307017824518,0.46205395033,0.00503768978688
0.128768227612,0.828475110876,0.674468944977,0.0148694605658
0.405257744451,0.38713767297,0.0547607615683,0.000114336643976
0.947495164361,0.00784011322929,0.412873184494,0.0485052917479
0.0433193370224,0.814607761662,0.0429715648016,0.0206425864203
0.424626078398,0.837944831487,0.204185234223,0.000648834360279
0.610088813199,0.544200782679,0.667345213019,2.36780699389e-05
0.66217179507,0.0677492167011,0.96919612094,0.00491385374107
0.915347783122,0.155010886376,0.743718455682,0.020532156943
0.897862883738,0.263755484966,0.210008408297,0.0088346697656
0.941712771262,0.652555129811,0.0538491452183,0.00454081223544
0.563517474918,0.720886410882,0.978151316229,0.000196845026608
0.511736562587,0.55492505958,0.752095463673,4.15549641034e-07
0.0496476920613,0.985014476215,0.022622152932,0.0477105241549
0.274749709549,0.402245452581,0.253087967183,0.000484846938944
0.499195355139,0.956445052965,0.209194311728,1.34891782402e-07
0.441420828051,0.671483631627,0.531330064299,0.000100909441229
0.902576051591,0.591952583253,0.611883420667,0.00137032550526
0.0125746707588,0.163731462631,0.481201634166,0.0268651121065
0.190024799027,0.684634283539,0.405008592566,0.00327550744949
0.124585653273,0.664320566194,0.825513920025,0.00380544611154
0.417253024486,0.9510505482,0.807573710887,0.00139301145475
0.0564661914763,0.59000165433,0.495714416028,0.00159350871872
0.820231816987,0.624794545121,0.930270573452,0.00159705607016
0.713280041849,0.0469120330576,0.869362978246,0.00933824988899
0.563173534449,0.219930974122,0.36444967302,0.000313040488703
0.137944281702,0.634143441682,0.492931693426,0.00235879235569
0.951946889019,0.947820652101,0.979234839183,0.0409621778231
0.162768987822,0.860429795681,0.350935541492,0.0147739417845
