@RELATION "Parabola 2000"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE class NUMERIC

@DATA
0.416619872545,0.0101691694571,0.0016680817951
0.368411689488,0.193661349045,0.00162494330525
0.124266884284,0.43293626801,0.000634942478344
0.553221085569,0.354901386337,5.96340058458e-05
0.50393536811,0.14814616893,1.91732304499e-06
0.341560425774,0.0235212181422,0.00569920744182
0.414532468512,0.885536467145,0.00108575852532
0.232621103228,0.523597580165,3.98097265355e-05
0.807124533059,0.232308112977,0.00675926442786
0.801899237603,0.555085298938,0.000276563876417
0.518239385754,0.958662503435,6.99853101209e-05
0.539138274953,0.156980830327,0.000180235419815
0.711677293816,0.0785627468534,0.00795819166667
0.367752300317,0.678706172947,0.000558541390682
0.0615250469284,0.626103948741,0.00305736262774
0.42082846107,0.952530783041,0.00128361394853
0.69856185555,0.556562998516,0.000126141065082
0.537120529194,0.51961333823,5.30067715093e-07
0.60750083576,0.798463030537,0.00102944884376
0.406138122574,0.790453283127,0.000743243386013
0.243267781429,0.87847336519,0.00944129116072
0.39477513863,0.177983869401,0.00114813241586
0.248940579297,0.413250710914,0.000474334696679
0.067705978779,0.460503047284,0.000291531601498
0.201889401295,0.135025751076,0.0118380257556
0.292305239479,0.538258951234,6.31418356229e-05
0.798393942857,0.259936159679,0.00513137205449
0.516687039553,0.574046254959,1.52673895517e-06
0.37121734679,0.708563913664,0.000721428129316
0.449171264547,0.264340715944,0.000143478794232
0.265129487556,0.0293526740345,0.0122193521729
0.933880895996,0.030604989164,0.0414780179374
0.396944273193,0.181835385208,0.0010750979048
0.725392276908,0.846291671606,0.00609203170963
0.784160635359,0.0404512615447,0.0170526149889
0.817556234498,0.232246148086,0.00722957457152
0.113666578767,0.513996258613,2.92380548875e-05
0.319348490734,0.0408121439916,0.00688119676226
0.358893432903,0.977727090875,0.00454416604615
0.0917742408364,0.527604737932,0.000126989574402
0.410136259949,0.523989163452,4.64728370969e-06
0.531619432012,0.588081402797,7.75669248217e-06
0.414586346147,0.0245692906659,0.00164903192037
0.353527550952,0.816265818036,0.00214593418485
0.313222061019,0.800639080245,0.00315313108383
0.0567188230921,0.109825540231,0.0299141216787
0.0964556594226,0.499260376909,8.90847663346e-08
0.222118439745,0.745146086697,0.00464054926138
0.24169133603,0.993821141765,0.0162711146357
0.930855621034,0.639859975978,0.00363120213476
0.849286494844,0.0144515160517,0.0287626431295
0.768049777074,0.560580661951,0.000263693199469
0.235715308887,0.980583856088,0.0161317829339
0.689032863429,0.663166302469,0.000951339589499
0.865006274261,0.91395550597,0.0228301090818
0.684909880775,0.421509142708,0.0002106485055
0.303719799404,0.566196248864,0.000168818386965
0.969788997774,0.384844550954,0.00292667615765
0.797981472135,0.629113443238,0.00148020357622
0.0237550199504,0.939792994256,0.0438689697999
0.0281239280635,0.397699455671,0.0023302998122
0.250427285064,0.092280841768,0.0103541975018
0.5597102717,0.0165485229443,0.000833304788764
0.784992733101,0.328389333287,0.00239197220986
0.306507486926,0.285816446163,0.00171751512836
0.682205547251,0.401543429427,0.00032181968003
0.810344036223,0.570791062433,0.000482662623065
0.971304892373,0.701946962495,0.0090589642654
0.732715784758,0.830018901223,0.00589833332514
0.412723040074,0.39236712811,8.82447906966e-05
0.642388367066,0.739470291368,0.00116265885657
0.751104291222,0.15552251508,0.00748221102187
0.627263423807,0.316187377497,0.00054721484257
0.600541858844,0.457800559899,1.80014379687e-05
0.137118873053,0.767403675356,0.00941593620806
0.567792064146,0.900111714741,0.000735733022808
0.451423918396,0.0111465563347,0.000563900288335
0.976588438986,0.225427617257,0.0171238222568
0.827331140416,0.595171721493,0.000970488731713
0.0974841874088,0.185713690026,0.0160035680168
0.780877078973,0.125158722479,0.0110847886924
0.61559736935,0.94939211468,0.00269865145889
0.314992147622,0.0214239700214,0.00783938888651
0.641716259089,0.235680544787,0.00140312906331
0.140950355886,0.196911071995,0.0118426568242
0.926150473643,0.0471621087164,0.0372401541208
0.966990247701,0.80866359043,0.0207771717433
0.0246515882997,0.954620958525,0.0467006581235
0.491934260874,0.10474889991,1.01632946654e-05
0.0224278649081,0.806978895148,0.0214928988846
0.195822846454,0.331542256517,0.00262563976385
0.557531198231,0.132003481572,0.00044822312436
0.600072557128,0.936903727737,0.00191161968957
0.517539348935,0.368538466926,5.31648167939e-06
0.100834629686,0.921353445269,0.0282877765363
0.803113143905,0.184725553356,0.00913244535867
